framenr,mean,std,threshold,score,distance
2242,0.012645329517385742,0.004881956043812538,0.01752728556119828,5.923076923076923,3.5
2243,0.012884653268530166,0.006208705447292423,0.01909335871582259,7.571428571428571,4.949747468305833
2244,0.012590742005703051,0.004073665311814646,0.0166644073175177,3.6,3.5
2245,0.013128156859168755,0.005614417828346846,0.0187425746875156,2.0,4.949747468305833
2246,0.013979149083028143,0.007072264908707782,0.021051413991735924,5.3,4.949747468305833
2247,0.014543628583485915,0.0087761333293411,0.023319761912827017,3.75,3.5
2248,0.013985720595387953,0.007020003082225069,0.02100572367761302,5.3076923076923075,3.5
2249,0.013523159142061484,0.00651265583153715,0.020035814973598635,4.6,4.949747468305833
2250,0.013172548095721744,0.006215870124171715,0.01938841821989346,3.5,3.5
2251,0.01412219868796253,0.008279473694224358,0.022401672382186887,7.6,7.0
2252,0.012453794519388484,0.005051387028143433,0.017505181547531917,5.5,4.949747468305833
2253,0.011723913331139842,0.002978536736340071,0.015298157414747927,-0.8518518518518519,3.5
2254,0.012181594579709309,0.004411377478656971,0.01659297205836628,1.5714285714285714,3.5
2255,0.012920912072270533,0.005400661295517658,0.01832157336778819,5.923076923076923,3.5
2256,0.012505848795014108,0.00571471962867878,0.01822056842369289,6.25,3.5
2257,0.01288285392586022,0.006913988880053257,0.019796842805913477,1.0,3.5
2258,0.01252020628290226,0.004527713914199925,0.017047920197102183,7.25,3.5
2259,0.012209676246471343,0.0038660306760318745,0.01607570692250322,6.105263157894737,3.5
2260,0.012817190957122141,0.005222703281137006,0.018039894238259146,0.07692307692307693,3.5
2261,0.01332235175502593,0.006244569766577586,0.01956692152160352,7.846153846153846,3.5
2262,0.012484699999284725,0.004489752313424712,0.016974452312709436,3.25,4.949747468305833
2263,0.013555420648317686,0.005925159822243988,0.019480580470561674,4.769230769230769,4.949747468305833
2264,0.013307767020962074,0.006633462747693947,0.019941229768656022,7.2727272727272725,4.949747468305833
2265,0.01183493240134088,0.003431152834954131,0.01629543108678125,-4.666666666666667,3.5
2266,0.012706920681696796,0.004988497955602659,0.017695418637299454,-3.5555555555555554,3.5
2267,0.013590394207293806,0.006598834041256906,0.02018922824855071,3.111111111111111,4.949747468305833
2268,0.013706069961423279,0.006753433981701853,0.02045950394312513,7.285714285714286,7.0
2269,0.013120814199950401,0.0057790704802062704,0.018899884680156673,8.5,7.0
2270,0.012872240411850531,0.005412671277286248,0.01828491168913678,7.111111111111111,4.949747468305833
2271,0.013087543124618517,0.005965369571382688,0.019052912696001206,8.0,4.949747468305833
2272,0.013415697778381771,0.006859392623529905,0.020275090401911677,3.3333333333333335,7.0
2273,0.012804364586909658,0.005076322969562488,0.017880687556472145,3.5833333333333335,3.5
2274,0.012465909348296705,0.0045971517674797185,0.017063061115776424,-0.6363636363636364,3.5
2275,0.012855293807698169,0.004764132485073049,0.017619426292771218,5.2,3.5
2276,0.012689117247701602,0.005200052001355452,0.017889169249057056,10.363636363636363,3.5
2277,0.012452367711432813,0.004803379886233091,0.017255747597665905,5.777777777777778,3.5
2278,0.012164588370002664,0.0037585486345175357,0.017050701594875463,6.2,3.5
2279,0.012038191066796364,0.003440500581656277,0.015478691648452642,0.7272727272727273,3.5
2280,0.012314235564726857,0.004102548058582782,0.016416783623309637,5.181818181818182,3.5
2281,0.012919850348334852,0.0053641797950228455,0.018284030143357697,5.5,3.5
2282,0.012199632710574494,0.005285299105032994,0.017484931815607486,8.125,4.949747468305833
2283,0.012061351549982826,0.0042740620415568,0.016335413591539626,14.142857142857142,4.949747468305833
2284,0.011502750647316314,0.002760449561913131,0.015091335077803384,-1.263157894736842,3.5
2285,0.012193899401321807,0.004157121044368844,0.016351020445690652,5.75,3.5
2286,0.011759728818570223,0.0034243750058471443,0.015526541325002082,8.333333333333334,4.949747468305833
2287,0.012450274066338588,0.005404073027613618,0.017854347093952207,3.8333333333333335,7.0
2288,0.012633531342984658,0.004931202243032917,0.017564733586017574,0.2,3.5
2289,0.012707643399042491,0.004570835675948957,0.01727847907499145,-3.090909090909091,3.5
2290,0.012260594291218426,0.003947297046559713,0.01620789133777814,6.153846153846154,3.5
2291,0.011896791790646214,0.003498058434682836,0.016094461912265615,5.714285714285714,3.5
2292,0.011751991272554736,0.003556484288832482,0.015308475561387218,3.35,4.949747468305833
2293,0.011871057092584108,0.004092131881251591,0.01637240216196086,6.3,4.949747468305833
2294,0.01175068367570763,0.0039454534754844815,0.015696137151192113,4.8125,3.5
2295,0.012254291003852894,0.004970176829499029,0.017224467833351922,5.75,4.949747468305833
2296,0.012223720805199505,0.005201251925566547,0.017424972730766052,6.714285714285714,4.949747468305833
2297,0.012260076467965585,0.005066300626826711,0.017326377094792296,2.0,3.5
2298,0.013538257974031045,0.006744480246131404,0.02028273822016245,14.0,3.5
2299,0.012262907731794071,0.0040393398579946895,0.016302247589788762,3.8421052631578947,3.5
